vessel name,country,vessel_code,is_ulysses,account_type,gl_account,account_type,account_category,pl_mapping_1,pnl_contribution_daily_usd_rounded,Business Date Local,order_account_full_code
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),515005,,,L1 Expenses,31.654,6/1/2024,TOR-018-EK01-CA22-515005-11
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),515011,,,L1 Expenses,13.538,6/1/2024,TOR-018-EK01-CA22-515011-11
,CA,TOR-016-01,FALSE,Kitchens (CAN),509005,,,L1 Expenses,60.73266667,6/1/2024,TOR-016-EK01-CA22-509005-11
Pikachu,CA,TOR-010-01,TRUE,Kitchens (CAN),509005,,,L1 Expenses,85.026,6/1/2024,TOR-010-EK01-CA22-509005-11
,CA,OTT-900-01,FALSE,Kitchens (CAN),534005,,,L3 Expenses,378.973,6/1/2024,OTT-900-PK01-CA22-534005-12
King Edward,CA,OTT-008-01,TRUE,Kitchens (CAN),615005,,,Non-recurring Costs,87.45533333,6/1/2024,OTT-008-EK01-CA22-615005-11
Preston,CA,OTT-006-01,TRUE,Kitchens (CAN),509005,,,L1 Expenses,87.844,6/1/2024,OTT-006-EK01-CA22-509005-11
,CA,OTT-004-02,FALSE,Kitchens (CAN),509005,,,L1 Expenses,84.92866667,6/1/2024,OTT-004-EK02-CA22-509005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515005,,,L1 Expenses,22.662,6/1/2024,MIA-009-EK07-US23-515005-11
,US,MIA-009-08,FALSE,Kitchens (US),515005,,,L1 Expenses,22.662,6/1/2024,MIA-009-EK08-US23-515005-11
,CA,MON-900-03,FALSE,Kitchens (CAN),615005,,,Non-recurring Costs,149.5433333,6/1/2024,MON-900-PK03-CA23-615005-12
,CA,EDM-015-01,FALSE,Kitchens (CAN),610015,,,Non-recurring Costs,39.23333333,6/1/2024,EDM-015-IW01-CA20-610015-33
,US,RHQ-MF0-70,FALSE,Kitchens (US),537010,,,L3 Expenses,199.8096667,6/1/2024,RHQ-MF0-HQ70-US20-537010-31
,US,RHQ-MF0-70,FALSE,Kitchens (US),537010,,,L3 Expenses,573.092,6/1/2024,RHQ-MF0-HQ70-US20-537010-16
,US,SLC-900-01,FALSE,Kitchens (US),534005,,,L3 Expenses,30,6/1/2024,SLC-900-UG01-US20-534005-65
,US,SFO-046-01,FALSE,Kitchens (US),610015,,,Non-recurring Costs,171.9893333,6/1/2024,SFO-046-IW01-US20-610015-33
,US,SEA-000-00,FALSE,Kitchens (US),610015,,,Non-recurring Costs,166.6666667,6/1/2024,SEA-000-EK00-US30-610015-33
,US,POR-049-01,FALSE,Kitchens (US),615005,,,Non-recurring Costs,1030.633333,6/1/2024,POR-049-GW01-US20-615005-12
,US,PHX-000-00,FALSE,Kitchens (US),615005,,,Non-recurring Costs,849.6793333,6/1/2024,PHX-000-EK00-US20-615005-65
,US,NYC-065-01,FALSE,Kitchens (US),509005,,,L1 Expenses,123.6666667,6/1/2024,NYC-065-MF01-US20-509005-65
,CA,TOR-016-01,FALSE,Kitchens (CAN),515005,,,L1 Expenses,18.91033333,6/1/2024,TOR-016-EK01-CA22-515005-11
,US,MIN-030-01,FALSE,Kitchens (US),509005,,,L1 Expenses,432.6,6/1/2024,MIN-030-EK01-US26-509005-11
,US,MIN-000-00,FALSE,Kitchens (US),615040,,,Non-recurring Costs,274.6666667,6/1/2024,MIN-000-EK00-US26-615040-65
,US,MIN-028-01,FALSE,Kitchens (US),610015,,,Non-recurring Costs,124.7,6/1/2024,MIN-028-IW01-US26-610015-33
,US,MIA-900-06,FALSE,Kitchens (US),534005,,,L3 Expenses,319.5,6/1/2024,MIA-900-PK06-US23-534005-12
,US,MIA-113-01,FALSE,Kitchens (US),509005,,,L1 Expenses,83.33333333,6/1/2024,MIA-113-EK01-US23-509005-11
,US,MIA-900-01,FALSE,Kitchens (US),615005,,,Non-recurring Costs,335.8,6/1/2024,MIA-900-PK01-US23-615005-12
Demons,US,DEN-011-01,TRUE,Kitchens (US),515005,,,L1 Expenses,31.92333333,6/1/2024,DEN-011-BK01-US25-515005-31
,US,DEN-900-01,FALSE,Kitchens (US),535005,,,L3 Expenses,31.92366667,6/1/2024,DEN-900-PK01-US25-535005-12
,US,MIA-009-06,FALSE,Kitchens (US),615005,,,Non-recurring Costs,150.8833333,6/1/2024,MIA-009-EK06-US23-615005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),509005,,,L1 Expenses,150.8833333,6/1/2024,MIA-009-EK07-US23-509005-11
Demons,US,DEN-011-01,TRUE,Kitchens (US),515030,,,L1 Expenses,9.345,6/1/2024,DEN-011-BK01-US25-515030-31
,US,DEN-900-01,FALSE,Kitchens (US),535020,,,L3 Expenses,9.345333333,6/1/2024,DEN-900-PK01-US25-535020-12
Athena,US,MIA-112-01,TRUE,Kitchens (US),509005,,,L1 Expenses,83.33333333,6/1/2024,MIA-112-EK01-US23-509005-11
Stacey,US,MIA-049-01,TRUE,Kitchens (US),509005,,,L1 Expenses,190.1636667,6/1/2024,MIA-049-EK01-US23-509005-11
PNK International,GB,BIR-002-01,TRUE,REEF UK,511005,,,L1 Expenses,74.01,6/1/2024,GB-M25876-GB-XX-RE-1529223-KI-1001061-GB11-D00019-07-511005
,CA,TOR-027-02,FALSE,Kitchens (CAN),515005,,,L1 Expenses,0.275666667,6/1/2024,TOR-027-EK02-CA22-515005-11
,GB,FC-1001184,FALSE,REEF UK,509005,,,L1 Expenses,106.4233333,6/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001184-GB12-D00002-01-509005
,GB,FC-1001184,FALSE,REEF UK,509005,,,L1 Expenses,106.4233333,6/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001184-GB12-D00002-01-509005
,GB,FC-1001184,FALSE,REEF UK,509005,,,L1 Expenses,106.4233333,6/1/2024,GB-M25861-GB-XX-RE-2000138-FC-1001184-GB12-D00002-01-509005
,US,HOU-083-01,FALSE,Kitchens (US),610015,,,Non-recurring Costs,150,6/1/2024,HOU-083-IW01-US20-610015-33
,US,GBY-900-01,FALSE,Kitchens (US),534005,,,L3 Expenses,50,6/1/2024,GBY-900-UG01-US20-534005-12
Pinky,US,GBY-001-01,TRUE,Kitchens (US),509005,,,L1 Expenses,83.33333333,6/1/2024,GBY-001-EK01-US20-509005-11
,CA,TOR-900-02,FALSE,Kitchens (CAN),536020,,,L3 Expenses,13.127,6/1/2024,TOR-900-PK02-CA22-536020-12
,US,DET-000-00,FALSE,Kitchens (US),610015,,,Non-recurring Costs,163.3333333,6/1/2024,DET-000-EK00-US20-610015-33
,US,POR-900-03,FALSE,Kitchens (US),615015,,,Non-recurring Costs,1.269333333,6/1/2024,POR-900-PK03-US20-615015-11
,US,DEN-900-01,FALSE,Kitchens (US),534005,,,L3 Expenses,290.2553333,6/1/2024,DEN-900-PK01-US25-534005-12
Stacey,US,MIA-049-01,TRUE,Kitchens (US),615015,,,Non-recurring Costs,0.741333333,6/1/2024,MIA-049-EK01-US23-615015-11
,US,DEN-000-00,FALSE,Kitchens (US),610015,,,Non-recurring Costs,83.33333333,6/1/2024,DEN-000-EK00-US25-610015-33
,US,MIA-044-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,12.883,6/1/2024,MIA-044-GV01-US23-615015-11
,US,DEN-002-01,FALSE,Kitchens (US),509005,,,L1 Expenses,33.33333333,6/1/2024,DEN-002-EK01-US25-509005-11
,US,MIA-044-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,0.625,6/1/2024,MIA-044-GV01-US23-615015-11
,US,MIA-044-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,0.625,6/1/2024,MIA-044-GV01-US23-615015-11
,US,MIA-044-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,0.625,6/1/2024,MIA-044-GV01-US23-615015-11
,US,DAL-900-01,FALSE,Kitchens (US),534005,,,L3 Expenses,43.33333333,6/1/2024,DAL-900-UG01-US20-534005-12
,US,DAL-070-01,FALSE,Kitchens (US),610015,,,Non-recurring Costs,749.2666667,6/1/2024,DAL-070-IW01-US20-610015-33
,US,DAL-069-01,FALSE,Kitchens (US),610015,,,Non-recurring Costs,83.33333333,6/1/2024,DAL-069-IW01-US20-610015-33
,US,BAL-000-00,FALSE,Kitchens (US),610015,,,Non-recurring Costs,407.5,6/1/2024,BAL-000-EK00-US21-610015-33
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,519006,,,L1 Expenses,31.927,6/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00003-01-519006
,US,POR-027-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,0.603666667,6/1/2024,POR-027-EK01-US20-615015-11
,US,ATL-069-01,FALSE,Kitchens (US),610015,,,Non-recurring Costs,119.8333333,6/1/2024,ATL-069-IW01-US20-610015-33
,GB,LDN-263-01,FALSE,REEF UK,507005,,,L1 Expenses,29.407,6/1/2024,GB-M25861-GB-XX-RE-1528649-KI-1001314-GB11-D00019-07-507005
,CA,EDM-001-01,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,12.19833333,6/1/2024,EDM-001-EK01-CA20-615015-11
,CA,EDM-001-01,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,23.45,6/1/2024,EDM-001-EK01-CA20-615015-11
,CA,EDM-007-02,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,15.77366667,6/1/2024,EDM-007-EK02-CA20-615015-11
,CA,EDM-007-02,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,2.957666667,6/1/2024,EDM-007-EK02-CA20-615015-11
,CA,EDM-001-01,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,7.952333333,6/1/2024,EDM-001-EK01-CA20-615015-11
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,30.59766667,6/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,31.00233333,6/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-006-01,FALSE,Kitchens (US),537005,,,L3 Expenses,32.75666667,6/1/2024,NYC-006-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,32.681,6/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-035-01,FALSE,Kitchens (US),537005,,,L3 Expenses,32.75666667,6/1/2024,NYC-035-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,30.76833333,6/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-005-01,FALSE,Kitchens (US),537005,,,L3 Expenses,32.75666667,6/1/2024,NYC-005-MF01-US20-537005-16
,US,NYC-006-01,FALSE,Kitchens (US),537005,,,L3 Expenses,30.76833333,6/1/2024,NYC-006-MF01-US20-537005-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.42766667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.42766667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.42766667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.605,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.605,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.42766667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,NYC-040-01,FALSE,Kitchens (US),520025,,,L2 Expenses,75.70966667,6/1/2024,NYC-040-MF01-US20-520025-16
,US,MIA-000-00,FALSE,Kitchens (US),507010,,,L1 Expenses,50,6/1/2024,MIA-000-EK00-US23-507010-57
,CA,RHQ-000-80,FALSE,Kitchens (CAN),502030,,,L1 Expenses,307.657,6/1/2024,RHQ-000-HQ80-CA20-502030-19
,US,RDU-001-01,FALSE,Kitchens (US),519025,,,L1 Expenses,0.704666667,6/1/2024,RDU-001-AK01-US22-519025-52
Pikachu,CA,TOR-010-01,TRUE,Kitchens (CAN),520020,,,L2 Expenses,4.237,6/1/2024,TOR-010-EK01-CA22-520020-11
,CA,TOR-016-01,FALSE,Kitchens (CAN),520020,,,L2 Expenses,4.237,6/1/2024,TOR-016-EK01-CA22-520020-11
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),520020,,,L2 Expenses,2.118666667,6/1/2024,TOR-018-EK01-CA22-520020-11
,CA,TOR-039-01,FALSE,Kitchens (CAN),520020,,,L2 Expenses,4.237,6/1/2024,TOR-039-EK01-CA22-520020-11
,CA,TOR-018-02,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,2.118666667,6/1/2024,TOR-018-EK02-CA22-615015-11
Pikachu,CA,TOR-010-01,TRUE,Kitchens (CAN),520020,,,L2 Expenses,4.237,6/1/2024,TOR-010-EK01-CA22-520020-11
,CA,TOR-016-01,FALSE,Kitchens (CAN),520020,,,L2 Expenses,4.237,6/1/2024,TOR-016-EK01-CA22-520020-11
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),520020,,,L2 Expenses,2.118666667,6/1/2024,TOR-018-EK01-CA22-520020-11
,CA,TOR-039-01,FALSE,Kitchens (CAN),520020,,,L2 Expenses,4.237,6/1/2024,TOR-039-EK01-CA22-520020-11
,CA,TOR-018-02,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,2.118666667,6/1/2024,TOR-018-EK02-CA22-615015-11
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),511005,,,L1 Expenses,57.95,6/1/2024,TOR-018-EK01-CA22-511005-11
SkyHawk,US,MIA-003-01,TRUE,Kitchens (US),520020,,,L2 Expenses,4.458333333,6/1/2024,MIA-003-EK01-US23-520020-11
,US,MIA-010-01,FALSE,Kitchens (US),520020,,,L2 Expenses,4.166666667,6/1/2024,MIA-010-EK01-US23-520020-11
Pinky,US,GBY-001-01,TRUE,Kitchens (US),515005,,,L1 Expenses,18.73333333,6/1/2024,GBY-001-EK01-US20-515005-11
,US,POR-027-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,31.29966667,6/1/2024,POR-027-EK01-US20-615015-11
,US,POR-027-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,0.603666667,6/1/2024,POR-027-EK01-US20-615015-11
Pinky,US,GBY-001-01,TRUE,Kitchens (US),515005,,,L1 Expenses,18.13333333,6/1/2024,GBY-001-EK01-US20-515005-11
Eesentia,GB,LDN-205-02,TRUE,REEF UK,511005,,,L1 Expenses,47.90633333,6/1/2024,GB-M25861-GB-XX-RE-1532113-LDN-205-BK02-GB11-D00019-07-511005
,US,POR-027-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,0.603666667,6/1/2024,POR-027-EK01-US20-615015-11
,US,POR-027-01,FALSE,Kitchens (US),615015,,,Non-recurring Costs,0.603666667,6/1/2024,POR-027-EK01-US20-615015-11
Eesentia,GB,LDN-205-02,TRUE,REEF UK,511005,,,L1 Expenses,19.44933333,6/1/2024,GB-M25861-GB-XX-RE-1532113-LDN-205-BK02-GB11-D00019-07-511005
Eesentia,GB,LDN-205-02,TRUE,REEF UK,511005,,,L1 Expenses,30.022,6/1/2024,GB-M25861-GB-XX-RE-1532113-LDN-205-BK02-GB11-D00019-07-511005
PNK International,GB,BIR-002-01,TRUE,REEF UK,511005,,,L1 Expenses,49.388,6/1/2024,GB-M25876-GB-XX-RE-1529223-KI-1001061-GB11-D00019-07-511005
Kimmy’s,GB,LDN-297-01,TRUE,REEF UK,511005,,,L1 Expenses,15.07,6/1/2024,GB-M25861-GB-XX-RE-1785134-KI-1002204-GB11-D00019-07-511005
,GB,LDN-002-01,FALSE,REEF UK,520040,,,L2 Expenses,0.780333333,6/1/2024,GB-M25861-GB-XX-RE-2000023-KI-1000329-GB11-D00019-07-520040
,GB,LDN-002-01,FALSE,REEF UK,520040,,,L2 Expenses,0.497333333,6/1/2024,GB-M25861-GB-XX-RE-2000023-KI-1000329-GB11-D00019-07-520040
Mamtas Kitchen Ltd,GB,LDN-029-01,TRUE,REEF UK,515040,,,L1 Expenses,3.097333333,6/1/2024,GB-M25861-GB-XX-RE-2000169-KI-1001364-GB11-D00019-07-515040
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,1.994666667,6/1/2024,MIA-007-EK02-US23-515030-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),515030,,,L1 Expenses,3.377333333,6/1/2024,MIA-028-EK01-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,1.541333333,6/1/2024,MIA-007-EK02-US23-515030-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),515030,,,L1 Expenses,2.912666667,6/1/2024,MIA-028-EK01-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,3.57,6/1/2024,MIA-009-EK07-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,1.881333333,6/1/2024,MIA-037-EK04-US23-515030-11
SkyHawk,US,MIA-003-01,TRUE,Kitchens (US),515030,,,L1 Expenses,0.600666667,6/1/2024,MIA-003-EK01-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,2.074,6/1/2024,MIA-037-EK04-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.527333333,6/1/2024,MIA-009-EK07-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,1.428,6/1/2024,MIA-009-EK07-US23-515030-11
,US,DEN-002-01,FALSE,Kitchens (US),520020,,,L2 Expenses,5.706666667,6/1/2024,DEN-002-EK01-US25-520020-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,3.388666667,6/1/2024,MIA-007-EK02-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,2.391333333,6/1/2024,MIA-007-EK02-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.402666667,6/1/2024,MIA-009-EK07-US23-515030-11
Athena,US,MIA-112-01,TRUE,Kitchens (US),515030,,,L1 Expenses,1.813333333,6/1/2024,MIA-112-EK01-US23-515030-11
,US,DEN-002-01,FALSE,Kitchens (US),511005,,,L1 Expenses,30.90533333,6/1/2024,DEN-002-EK01-US25-511005-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),515030,,,L1 Expenses,2.436666667,6/1/2024,MIA-028-EK01-US23-515030-11
Creatures,US,DEN-011-02,TRUE,Kitchens (US),511005,,,L1 Expenses,26.45266667,6/1/2024,DEN-011-EK02-US25-511005-11
,US,MIA-009-08,FALSE,Kitchens (US),614005,,,Non-recurring Costs,139.4776667,6/1/2024,MIA-009-EK08-US23-614005-49
,GB,MAN-045-01,FALSE,REEF UK,515005,,,L1 Expenses,57.04633333,6/1/2024,GB-M00010-GB-XX-RE-1540100-KI-1001320-GB11-D00019-07-515005
Demons,US,DEN-011-01,TRUE,Kitchens (US),511005,,,L1 Expenses,29.43766667,6/1/2024,DEN-011-EK01-US25-511005-11
Pinky,US,GBY-001-01,TRUE,Kitchens (US),511005,,,L1 Expenses,53.364,6/1/2024,GBY-001-EK01-US20-511005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.402666667,6/1/2024,MIA-009-EK07-US23-515030-11
,GB,BIR-034-01,FALSE,REEF UK,515040,,,L1 Expenses,20.66366667,6/1/2024,GB-M25876-GB-XX-RE-1521928-KI-1001310-GB11-D00019-07-515040
Preston,CA,OTT-006-01,TRUE,Kitchens (CAN),519080,,,L1 Expenses,4.383,6/1/2024,OTT-006-EK01-CA22-519080-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),511005,,,L1 Expenses,62.12833333,6/1/2024,MIA-007-EK02-US23-511005-11
NLAA,US,MIA-028-01,TRUE,Kitchens (US),511005,,,L1 Expenses,86.108,6/1/2024,MIA-028-EK01-US23-511005-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,1.666,6/1/2024,MIA-037-EK04-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),511005,,,L1 Expenses,22.21666667,6/1/2024,MIA-037-EK04-US23-511005-11
Athena,US,MIA-112-01,TRUE,Kitchens (US),515030,,,L1 Expenses,1.507333333,6/1/2024,MIA-112-EK01-US23-515030-11
Tasty's,US,MIA-107-01,TRUE,Kitchens (US),511005,,,L1 Expenses,90.681,6/1/2024,MIA-107-HK01-US23-511005-32
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,0.589333333,6/1/2024,MIA-007-EK02-US23-515030-11
,GB,LDN-202-01,FALSE,REEF UK,515005,,,L1 Expenses,51.032,6/1/2024,GB-M25861-GB-XX-RE-1524299-KI-1002145-GB11-D00019-07-515005
Athena,US,MIA-112-01,TRUE,Kitchens (US),511005,,,L1 Expenses,30.71333333,6/1/2024,MIA-112-EK01-US23-511005-11
,US,WAS-003-06,FALSE,Kitchens (US),615005,,,Non-recurring Costs,66.66666667,6/1/2024,WAS-003-EK06-US20-615005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,4.102666667,6/1/2024,MIA-009-EK07-US23-515030-11
,US,MIN-030-01,FALSE,Kitchens (US),511005,,,L1 Expenses,10.086,6/1/2024,MIN-030-EK01-US26-511005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,0.804666667,6/1/2024,MIA-009-EK07-US23-515030-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,1.303333333,6/1/2024,MIA-037-EK04-US23-515030-11
,US,ATL-068-01,FALSE,Kitchens (US),610015,,,Non-recurring Costs,166.6666667,6/1/2024,ATL-068-IW01-US20-610015-33
GRAVITY 2,GB,LDN-292-02,TRUE,REEF UK,511005,,,L1 Expenses,208.5256667,6/1/2024,GB-M25861-GB-XX-RE-1889236-KI-1002209-GB11-D00019-07-511005
NLAA,US,MIA-028-01,TRUE,Kitchens (US),515030,,,L1 Expenses,2.629333333,6/1/2024,MIA-028-EK01-US23-515030-11
Tom & Jerry,CA,TOR-005-02,TRUE,Kitchens (CAN),515010,,,L1 Expenses,2.532,6/1/2024,TOR-005-EK02-CA22-515010-11
Tom & Jerry,CA,TOR-005-02,TRUE,Kitchens (CAN),515010,,,L1 Expenses,0.379666667,6/1/2024,TOR-005-EK02-CA22-515010-11
,CA,TOR-016-01,FALSE,Kitchens (CAN),515010,,,L1 Expenses,2.532,6/1/2024,TOR-016-EK01-CA22-515010-11
,CA,TOR-016-01,FALSE,Kitchens (CAN),515010,,,L1 Expenses,0.379666667,6/1/2024,TOR-016-EK01-CA22-515010-11
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),515010,,,L1 Expenses,2.532,6/1/2024,TOR-018-EK01-CA22-515010-11
Simba,CA,TOR-018-01,TRUE,Kitchens (CAN),515010,,,L1 Expenses,0.379666667,6/1/2024,TOR-018-EK01-CA22-515010-11
,CA,TOR-025-01,FALSE,Kitchens (CAN),515010,,,L1 Expenses,2.532,6/1/2024,TOR-025-EK01-CA22-515010-11
,CA,TOR-025-01,FALSE,Kitchens (CAN),515010,,,L1 Expenses,0.379666667,6/1/2024,TOR-025-EK01-CA22-515010-11
Sherni,CA,TOR-028-02,TRUE,Kitchens (CAN),515010,,,L1 Expenses,2.532,6/1/2024,TOR-028-EK02-CA22-515010-11
Sherni,CA,TOR-028-02,TRUE,Kitchens (CAN),515010,,,L1 Expenses,0.379666667,6/1/2024,TOR-028-EK02-CA22-515010-11
,CA,TOR-039-01,FALSE,Kitchens (CAN),515010,,,L1 Expenses,2.532,6/1/2024,TOR-039-EK01-CA22-515010-11
,CA,TOR-039-01,FALSE,Kitchens (CAN),515010,,,L1 Expenses,0.379666667,6/1/2024,TOR-039-EK01-CA22-515010-11
Pikachu,CA,TOR-010-01,TRUE,Kitchens (CAN),515010,,,L1 Expenses,2.532,6/1/2024,TOR-010-EK01-CA22-515010-11
Pikachu,CA,TOR-010-01,TRUE,Kitchens (CAN),515010,,,L1 Expenses,0.379666667,6/1/2024,TOR-010-EK01-CA22-515010-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,1.892666667,6/1/2024,MIA-007-EK02-US23-515030-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.21,6/1/2024,MIA-009-EK07-US23-515030-11
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,3.162,6/1/2024,MIA-007-EK02-US23-515030-11
,US,MIA-108-01,FALSE,Kitchens (US),515030,,,L1 Expenses,3.06,6/1/2024,MIA-108-BK01-US23-515030-31
Newell Ltd,GB,LDN-146-01,TRUE,REEF UK,511005,,,L1 Expenses,32.295,6/1/2024,GB-M25861-GB-XX-RE-1497196-KI-1001190-GB11-D00019-07-511005
,US,DEN-002-01,FALSE,Kitchens (US),515005,,,L1 Expenses,8.183666667,6/1/2024,DEN-002-EK01-US25-515005-11
Eleanor,US,MIA-009-07,TRUE,Kitchens (US),515030,,,L1 Expenses,2.38,6/1/2024,MIA-009-EK07-US23-515030-11
Preston,CA,OTT-006-01,TRUE,Kitchens (CAN),511005,,,L1 Expenses,77.31466667,6/1/2024,OTT-006-EK01-CA22-511005-11
,US,MIA-037-04,FALSE,Kitchens (US),515030,,,L1 Expenses,2.232666667,6/1/2024,MIA-037-EK04-US23-515030-11
,CA,TOR-022-01,FALSE,Kitchens (CAN),615015,,,Non-recurring Costs,1.038666667,6/1/2024,TOR-022-EK01-CA22-615015-11
Sherni,CA,TOR-028-02,TRUE,Kitchens (CAN),511005,,,L1 Expenses,55.06866667,6/1/2024,TOR-028-EK02-CA22-511005-11
Athena,US,MIA-112-01,TRUE,Kitchens (US),515030,,,L1 Expenses,2.799333333,6/1/2024,MIA-112-EK01-US23-515030-11
,US,MIA-108-01,FALSE,Kitchens (US),519025,,,L1 Expenses,4.666333333,6/1/2024,MIA-108-BK01-US23-519025-57
La Perla,US,MIA-007-02,TRUE,Kitchens (US),515030,,,L1 Expenses,2.425333333,6/1/2024,MIA-007-EK02-US23-515030-11
