,Vessel,Vessel Name,Business Date Local,Country,Line Item,is_ulysses,delivery_platform,Amount,Line Order
0,ABU-008-01,Fluvius,2024-04-04,AE,Commission Usd,True,Careem,22.41,L1-06
1,ABU-008-01,Fluvius,2024-04-04,AE,Commission Usd,True,Deliveroo,200.82999999999998,L1-06
2,ABU-008-01,Fluvius,2024-04-04,AE,Discount Usd,True,Careem,0.0,L1-02
3,ABU-008-01,Fluvius,2024-04-04,AE,Discount Usd,True,Deliveroo,14.98,L1-02
4,ABU-008-01,Fluvius,2024-04-04,AE,Gross Sales Usd,True,Careem,99.39,L1-01
5,ABU-008-01,Fluvius,2024-04-04,AE,Gross Sales Usd,True,Deliveroo,676.4,L1-01
6,ABU-008-01,Fluvius,2024-04-04,AE,Net Sales Usd,True,Careem,92.76,L1-05
7,ABU-008-01,Fluvius,2024-04-04,AE,Net Sales Usd,True,Deliveroo,617.02,L1-05
8,ABU-008-01,Fluvius,2024-04-04,AE,Refund Usd,True,Careem,1.99,L1-03
9,ABU-008-01,Fluvius,2024-04-04,AE,Refund Usd,True,Deliveroo,13.5,L1-03
10,ABU-008-01,Fluvius,2024-04-04,AE,Royalty Usd,True,Careem,15.760000000000002,L1-07
11,ABU-008-01,Fluvius,2024-04-04,AE,Royalty Usd,True,Deliveroo,98.21,L1-07
12,ABU-008-01,Fluvius,2024-04-04,AE,Vat Usd,True,Careem,4.63,L1-04
13,ABU-008-01,Fluvius,2024-04-04,AE,Vat Usd,True,Deliveroo,30.74,L1-04
14,ABU-008-01,Fluvius,2024-04-05,AE,Commission Usd,True,Deliveroo,166.47,L1-06
15,ABU-008-01,Fluvius,2024-04-05,AE,Discount Usd,True,Deliveroo,11.559999999999999,L1-02
16,ABU-008-01,Fluvius,2024-04-05,AE,Gross Sales Usd,True,Deliveroo,559.86,L1-01
17,ABU-008-01,Fluvius,2024-04-05,AE,Net Sales Usd,True,Deliveroo,511.5,L1-05
18,ABU-008-01,Fluvius,2024-04-05,AE,Refund Usd,True,Deliveroo,11.19,L1-03
19,ABU-008-01,Fluvius,2024-04-05,AE,Royalty Usd,True,Deliveroo,84.85,L1-07
20,ABU-008-01,Fluvius,2024-04-05,AE,Vat Usd,True,Deliveroo,25.48,L1-04
21,ABU-008-01,Fluvius,2024-04-06,AE,Commission Usd,True,Deliveroo,194.51,L1-06
22,ABU-008-01,Fluvius,2024-04-06,AE,Discount Usd,True,Deliveroo,19.27,L1-02
23,ABU-008-01,Fluvius,2024-04-06,AE,Gross Sales Usd,True,Deliveroo,660.02,L1-01
24,ABU-008-01,Fluvius,2024-04-06,AE,Net Sales Usd,True,Deliveroo,597.69,L1-05
25,ABU-008-01,Fluvius,2024-04-06,AE,Refund Usd,True,Deliveroo,13.19,L1-03
26,ABU-008-01,Fluvius,2024-04-06,AE,Royalty Usd,True,Deliveroo,101.6,L1-07
27,ABU-008-01,Fluvius,2024-04-06,AE,Vat Usd,True,Deliveroo,29.8,L1-04
28,ABU-008-01,Fluvius,2024-04-07,AE,Commission Usd,True,Deliveroo,130.36,L1-06
29,ABU-008-01,Fluvius,2024-04-07,AE,Discount Usd,True,Deliveroo,9.6,L1-02
30,ABU-008-01,Fluvius,2024-04-07,AE,Gross Sales Usd,True,Deliveroo,438.95,L1-01
31,ABU-008-01,Fluvius,2024-04-07,AE,Net Sales Usd,True,Deliveroo,400.53999999999996,L1-05
32,ABU-008-01,Fluvius,2024-04-07,AE,Refund Usd,True,Deliveroo,8.77,L1-03
33,ABU-008-01,Fluvius,2024-04-07,AE,Royalty Usd,True,Deliveroo,65.66,L1-07
34,ABU-008-01,Fluvius,2024-04-07,AE,Vat Usd,True,Deliveroo,19.96,L1-04
35,ABU-008-01,Fluvius,2024-04-08,AE,Commission Usd,True,Deliveroo,201.37,L1-06
36,ABU-008-01,Fluvius,2024-04-08,AE,Discount Usd,True,Deliveroo,8.94,L1-02
37,ABU-008-01,Fluvius,2024-04-08,AE,Gross Sales Usd,True,Deliveroo,672.05,L1-01
38,ABU-008-01,Fluvius,2024-04-08,AE,Net Sales Usd,True,Deliveroo,618.68,L1-05
39,ABU-008-01,Fluvius,2024-04-08,AE,Refund Usd,True,Deliveroo,13.43,L1-03
40,ABU-008-01,Fluvius,2024-04-08,AE,Royalty Usd,True,Deliveroo,103.93,L1-07
41,ABU-008-01,Fluvius,2024-04-08,AE,Vat Usd,True,Deliveroo,30.849999999999998,L1-04
42,ABU-008-01,Fluvius,2024-04-09,AE,Commission Usd,True,Deliveroo,121.14,L1-06
43,ABU-008-01,Fluvius,2024-04-09,AE,Discount Usd,True,Deliveroo,16.21,L1-02
44,ABU-008-01,Fluvius,2024-04-09,AE,Gross Sales Usd,True,Deliveroo,415.27,L1-01
45,ABU-008-01,Fluvius,2024-04-09,AE,Net Sales Usd,True,Deliveroo,372.12,L1-05
46,ABU-008-01,Fluvius,2024-04-09,AE,Refund Usd,True,Deliveroo,8.3,L1-03
47,ABU-008-01,Fluvius,2024-04-09,AE,Royalty Usd,True,Deliveroo,63.25,L1-07
48,ABU-008-01,Fluvius,2024-04-09,AE,Vat Usd,True,Deliveroo,18.53,L1-04
49,ABU-008-01,Fluvius,2024-04-10,AE,Commission Usd,True,Careem,17.950000000000003,L1-06
50,ABU-008-01,Fluvius,2024-04-10,AE,Commission Usd,True,Deliveroo,75.44,L1-06
51,ABU-008-01,Fluvius,2024-04-10,AE,Discount Usd,True,Careem,34.38,L1-02
52,ABU-008-01,Fluvius,2024-04-10,AE,Discount Usd,True,Deliveroo,4.0,L1-02
53,ABU-008-01,Fluvius,2024-04-10,AE,Gross Sales Usd,True,Careem,114.63999999999999,L1-01
54,ABU-008-01,Fluvius,2024-04-10,AE,Gross Sales Usd,True,Deliveroo,252.41,L1-01
55,ABU-008-01,Fluvius,2024-04-10,AE,Net Sales Usd,True,Careem,74.32000000000001,L1-05
56,ABU-008-01,Fluvius,2024-04-10,AE,Net Sales Usd,True,Deliveroo,231.78,L1-05
57,ABU-008-01,Fluvius,2024-04-10,AE,Refund Usd,True,Careem,2.29,L1-03
58,ABU-008-01,Fluvius,2024-04-10,AE,Refund Usd,True,Deliveroo,5.05,L1-03
59,ABU-008-01,Fluvius,2024-04-10,AE,Royalty Usd,True,Careem,12.629999999999999,L1-07
60,ABU-008-01,Fluvius,2024-04-10,AE,Royalty Usd,True,Deliveroo,37.519999999999996,L1-07
61,ABU-008-01,Fluvius,2024-04-10,AE,Vat Usd,True,Careem,3.63,L1-04
62,ABU-008-01,Fluvius,2024-04-10,AE,Vat Usd,True,Deliveroo,11.57,L1-04
63,ABU-008-01,Fluvius,2024-04-11,AE,Commission Usd,True,Careem,24.79,L1-06
64,ABU-008-01,Fluvius,2024-04-11,AE,Commission Usd,True,Deliveroo,214.1,L1-06
65,ABU-008-01,Fluvius,2024-04-11,AE,Discount Usd,True,Careem,47.46,L1-02
66,ABU-008-01,Fluvius,2024-04-11,AE,Discount Usd,True,Deliveroo,18.25,L1-02
67,ABU-008-01,Fluvius,2024-04-11,AE,Gross Sales Usd,True,Careem,158.20999999999998,L1-01
68,ABU-008-01,Fluvius,2024-04-11,AE,Gross Sales Usd,True,Deliveroo,723.52,L1-01
69,ABU-008-01,Fluvius,2024-04-11,AE,Net Sales Usd,True,Careem,102.56,L1-05
70,ABU-008-01,Fluvius,2024-04-11,AE,Net Sales Usd,True,Deliveroo,657.84,L1-05
71,ABU-008-01,Fluvius,2024-04-11,AE,Refund Usd,True,Careem,3.16,L1-03
72,ABU-008-01,Fluvius,2024-04-11,AE,Refund Usd,True,Deliveroo,14.48,L1-03
73,ABU-008-01,Fluvius,2024-04-11,AE,Royalty Usd,True,Careem,17.43,L1-07
74,ABU-008-01,Fluvius,2024-04-11,AE,Royalty Usd,True,Deliveroo,111.84,L1-07
75,ABU-008-01,Fluvius,2024-04-11,AE,Vat Usd,True,Careem,5.01,L1-04
76,ABU-008-01,Fluvius,2024-04-11,AE,Vat Usd,True,Deliveroo,32.81,L1-04
77,ABU-008-01,Fluvius,2024-04-12,AE,Commission Usd,True,Deliveroo,194.19,L1-06
78,ABU-008-01,Fluvius,2024-04-12,AE,Discount Usd,True,Deliveroo,7.0600000000000005,L1-02
79,ABU-008-01,Fluvius,2024-04-12,AE,Gross Sales Usd,True,Deliveroo,646.44,L1-01
80,ABU-008-01,Fluvius,2024-04-12,AE,Net Sales Usd,True,Deliveroo,596.6,L1-05
81,ABU-008-01,Fluvius,2024-04-12,AE,Refund Usd,True,Deliveroo,12.92,L1-03
82,ABU-008-01,Fluvius,2024-04-12,AE,Royalty Usd,True,Deliveroo,100.31,L1-07
83,ABU-008-01,Fluvius,2024-04-12,AE,Vat Usd,True,Deliveroo,29.79,L1-04
84,ABU-008-01,Fluvius,2024-04-13,AE,Commission Usd,True,Careem,6.74,L1-06
85,ABU-008-01,Fluvius,2024-04-13,AE,Commission Usd,True,Deliveroo,165.0,L1-06
86,ABU-008-01,Fluvius,2024-04-13,AE,Discount Usd,True,Careem,12.91,L1-02
87,ABU-008-01,Fluvius,2024-04-13,AE,Discount Usd,True,Deliveroo,17.22,L1-02
88,ABU-008-01,Fluvius,2024-04-13,AE,Gross Sales Usd,True,Careem,43.03,L1-01
89,ABU-008-01,Fluvius,2024-04-13,AE,Gross Sales Usd,True,Deliveroo,560.68,L1-01
90,ABU-008-01,Fluvius,2024-04-13,AE,Net Sales Usd,True,Careem,27.89,L1-05
91,ABU-008-01,Fluvius,2024-04-13,AE,Net Sales Usd,True,Deliveroo,506.87,L1-05
92,ABU-008-01,Fluvius,2024-04-13,AE,Refund Usd,True,Careem,0.8599999999999999,L1-03
93,ABU-008-01,Fluvius,2024-04-13,AE,Refund Usd,True,Deliveroo,11.2,L1-03
94,ABU-008-01,Fluvius,2024-04-13,AE,Royalty Usd,True,Careem,3.7300000000000004,L1-07
95,ABU-008-01,Fluvius,2024-04-13,AE,Royalty Usd,True,Deliveroo,84.51,L1-07
96,ABU-008-01,Fluvius,2024-04-13,AE,Vat Usd,True,Careem,1.3599999999999999,L1-04
97,ABU-008-01,Fluvius,2024-04-13,AE,Vat Usd,True,Deliveroo,25.27,L1-04
98,ABU-008-01,Fluvius,2024-04-14,AE,Commission Usd,True,Careem,7.28,L1-06
99,ABU-008-01,Fluvius,2024-04-14,AE,Commission Usd,True,Deliveroo,354.19,L1-06
100,ABU-008-01,Fluvius,2024-04-14,AE,Discount Usd,True,Careem,11.9,L1-02
101,ABU-008-01,Fluvius,2024-04-14,AE,Discount Usd,True,Deliveroo,17.77,L1-02
102,ABU-008-01,Fluvius,2024-04-14,AE,Gross Sales Usd,True,Careem,44.379999999999995,L1-01
103,ABU-008-01,Fluvius,2024-04-14,AE,Gross Sales Usd,True,Deliveroo,1183.98,L1-01
104,ABU-008-01,Fluvius,2024-04-14,AE,Net Sales Usd,True,Careem,30.12,L1-05
105,ABU-008-01,Fluvius,2024-04-14,AE,Net Sales Usd,True,Deliveroo,1088.05,L1-05
106,ABU-008-01,Fluvius,2024-04-14,AE,Refund Usd,True,Careem,0.8899999999999999,L1-03
107,ABU-008-01,Fluvius,2024-04-14,AE,Refund Usd,True,Deliveroo,23.66,L1-03
108,ABU-008-01,Fluvius,2024-04-14,AE,Royalty Usd,True,Careem,5.12,L1-07
109,ABU-008-01,Fluvius,2024-04-14,AE,Royalty Usd,True,Deliveroo,178.16,L1-07
110,ABU-008-01,Fluvius,2024-04-14,AE,Vat Usd,True,Careem,1.4799999999999998,L1-04
111,ABU-008-01,Fluvius,2024-04-14,AE,Vat Usd,True,Deliveroo,54.269999999999996,L1-04
112,ABU-008-01,Fluvius,2024-04-15,AE,Commission Usd,True,Careem,29.84,L1-06
113,ABU-008-01,Fluvius,2024-04-15,AE,Commission Usd,True,Deliveroo,688.3199999999999,L1-06
114,ABU-008-01,Fluvius,2024-04-15,AE,Discount Usd,True,Careem,0.0,L1-02
115,ABU-008-01,Fluvius,2024-04-15,AE,Discount Usd,True,Deliveroo,60.1,L1-02
116,ABU-008-01,Fluvius,2024-04-15,AE,Gross Sales Usd,True,Careem,132.35,L1-01
117,ABU-008-01,Fluvius,2024-04-15,AE,Gross Sales Usd,True,Deliveroo,2327.19,L1-01
118,ABU-008-01,Fluvius,2024-04-15,AE,Net Sales Usd,True,Careem,123.50999999999999,L1-05
119,ABU-008-01,Fluvius,2024-04-15,AE,Net Sales Usd,True,Deliveroo,2114.62,L1-05
120,ABU-008-01,Fluvius,2024-04-15,AE,Refund Usd,True,Careem,2.65,L1-03
121,ABU-008-01,Fluvius,2024-04-15,AE,Refund Usd,True,Deliveroo,46.54,L1-03
122,ABU-008-01,Fluvius,2024-04-15,AE,Royalty Usd,True,Careem,20.99,L1-07
123,ABU-008-01,Fluvius,2024-04-15,AE,Royalty Usd,True,Deliveroo,347.64,L1-07
124,ABU-008-01,Fluvius,2024-04-15,AE,Vat Usd,True,Careem,6.17,L1-04
125,ABU-008-01,Fluvius,2024-04-15,AE,Vat Usd,True,Deliveroo,105.43,L1-04
126,BIR-002-01,PNK International,2024-04-01,GB,Commission Usd,True,Deliveroo,127.51,L1-06
127,BIR-002-01,PNK International,2024-04-01,GB,Commission Usd,True,Flyt,39.21,L1-06
128,BIR-002-01,PNK International,2024-04-01,GB,Commission Usd,True,UberEats,176.89,L1-06
129,BIR-002-01,PNK International,2024-04-01,GB,Discount Usd,True,Deliveroo,0.0,L1-02
130,BIR-002-01,PNK International,2024-04-01,GB,Discount Usd,True,Flyt,8.82,L1-02
131,BIR-002-01,PNK International,2024-04-01,GB,Discount Usd,True,UberEats,0.0,L1-02
132,BIR-002-01,PNK International,2024-04-01,GB,Gross Sales Usd,True,Deliveroo,439.91,L1-01
133,BIR-002-01,PNK International,2024-04-01,GB,Gross Sales Usd,True,Flyt,173.94,L1-01
134,BIR-002-01,PNK International,2024-04-01,GB,Gross Sales Usd,True,UberEats,796.0699999999999,L1-01
135,BIR-002-01,PNK International,2024-04-01,GB,Net Sales Usd,True,Deliveroo,354.19,L1-05
136,BIR-002-01,PNK International,2024-04-01,GB,Net Sales Usd,True,Flyt,133.0,L1-05
137,BIR-002-01,PNK International,2024-04-01,GB,Net Sales Usd,True,UberEats,640.83,L1-05
138,BIR-002-01,PNK International,2024-04-01,GB,Refund Usd,True,Deliveroo,22.330000000000002,L1-03
139,BIR-002-01,PNK International,2024-04-01,GB,Refund Usd,True,Flyt,8.82,L1-03
140,BIR-002-01,PNK International,2024-04-01,GB,Refund Usd,True,UberEats,40.39,L1-03
141,BIR-002-01,PNK International,2024-04-01,GB,Royalty Usd,True,Deliveroo,12.38,L1-07
142,BIR-002-01,PNK International,2024-04-01,GB,Royalty Usd,True,Flyt,4.66,L1-07
143,BIR-002-01,PNK International,2024-04-01,GB,Royalty Usd,True,UberEats,22.46,L1-07
144,BIR-002-01,PNK International,2024-04-01,GB,Vat Usd,True,Deliveroo,69.98,L1-04
145,BIR-002-01,PNK International,2024-04-01,GB,Vat Usd,True,Flyt,25.900000000000002,L1-04
146,BIR-002-01,PNK International,2024-04-01,GB,Vat Usd,True,UberEats,126.63,L1-04
147,BIR-002-01,PNK International,2024-04-02,GB,Commission Usd,True,Deliveroo,82.12,L1-06
148,BIR-002-01,PNK International,2024-04-02,GB,Commission Usd,True,Flyt,25.619999999999997,L1-06
149,BIR-002-01,PNK International,2024-04-02,GB,Commission Usd,True,UberEats,173.51,L1-06
150,BIR-002-01,PNK International,2024-04-02,GB,Discount Usd,True,Deliveroo,0.0,L1-02
151,BIR-002-01,PNK International,2024-04-02,GB,Discount Usd,True,Flyt,5.77,L1-02
152,BIR-002-01,PNK International,2024-04-02,GB,Discount Usd,True,UberEats,0.0,L1-02
153,BIR-002-01,PNK International,2024-04-02,GB,Gross Sales Usd,True,Deliveroo,282.23,L1-01
154,BIR-002-01,PNK International,2024-04-02,GB,Gross Sales Usd,True,Flyt,113.25,L1-01
155,BIR-002-01,PNK International,2024-04-02,GB,Gross Sales Usd,True,UberEats,777.54,L1-01
156,BIR-002-01,PNK International,2024-04-02,GB,Net Sales Usd,True,Deliveroo,228.16,L1-05
157,BIR-002-01,PNK International,2024-04-02,GB,Net Sales Usd,True,Flyt,86.94,L1-05
158,BIR-002-01,PNK International,2024-04-02,GB,Net Sales Usd,True,UberEats,628.57,L1-05
159,BIR-002-01,PNK International,2024-04-02,GB,Refund Usd,True,Deliveroo,14.379999999999999,L1-03
160,BIR-002-01,PNK International,2024-04-02,GB,Refund Usd,True,Flyt,5.77,L1-03
161,BIR-002-01,PNK International,2024-04-02,GB,Refund Usd,True,UberEats,39.6,L1-03
162,BIR-002-01,PNK International,2024-04-02,GB,Royalty Usd,True,Deliveroo,8.0,L1-07
163,BIR-002-01,PNK International,2024-04-02,GB,Royalty Usd,True,Flyt,3.03,L1-07
164,BIR-002-01,PNK International,2024-04-02,GB,Royalty Usd,True,UberEats,22.03,L1-07
165,BIR-002-01,PNK International,2024-04-02,GB,Vat Usd,True,Deliveroo,45.05,L1-04
166,BIR-002-01,PNK International,2024-04-02,GB,Vat Usd,True,Flyt,16.92,L1-04
167,BIR-002-01,PNK International,2024-04-02,GB,Vat Usd,True,UberEats,124.16,L1-04
168,BIR-002-01,PNK International,2024-04-03,GB,Commission Usd,True,Deliveroo,144.9,L1-06
169,BIR-002-01,PNK International,2024-04-03,GB,Commission Usd,True,Flyt,33.89,L1-06
170,BIR-002-01,PNK International,2024-04-03,GB,Commission Usd,True,UberEats,171.28,L1-06
171,BIR-002-01,PNK International,2024-04-03,GB,Discount Usd,True,Deliveroo,0.0,L1-02
172,BIR-002-01,PNK International,2024-04-03,GB,Discount Usd,True,Flyt,7.63,L1-02
173,BIR-002-01,PNK International,2024-04-03,GB,Discount Usd,True,UberEats,0.0,L1-02
174,BIR-002-01,PNK International,2024-04-03,GB,Gross Sales Usd,True,Deliveroo,498.08000000000004,L1-01
175,BIR-002-01,PNK International,2024-04-03,GB,Gross Sales Usd,True,Flyt,149.79,L1-01
176,BIR-002-01,PNK International,2024-04-03,GB,Gross Sales Usd,True,UberEats,767.92,L1-01
177,BIR-002-01,PNK International,2024-04-03,GB,Net Sales Usd,True,Deliveroo,402.5,L1-05
178,BIR-002-01,PNK International,2024-04-03,GB,Net Sales Usd,True,Flyt,114.95,L1-05
179,BIR-002-01,PNK International,2024-04-03,GB,Net Sales Usd,True,UberEats,620.63,L1-05
180,BIR-002-01,PNK International,2024-04-03,GB,Refund Usd,True,Deliveroo,25.34,L1-03
181,BIR-002-01,PNK International,2024-04-03,GB,Refund Usd,True,Flyt,7.63,L1-03
182,BIR-002-01,PNK International,2024-04-03,GB,Refund Usd,True,UberEats,39.13,L1-03
183,BIR-002-01,PNK International,2024-04-03,GB,Royalty Usd,True,Deliveroo,14.11,L1-07
184,BIR-002-01,PNK International,2024-04-03,GB,Royalty Usd,True,Flyt,4.01,L1-07
185,BIR-002-01,PNK International,2024-04-03,GB,Royalty Usd,True,UberEats,21.759999999999998,L1-07
186,BIR-002-01,PNK International,2024-04-03,GB,Vat Usd,True,Deliveroo,79.53,L1-04
187,BIR-002-01,PNK International,2024-04-03,GB,Vat Usd,True,Flyt,22.38,L1-04
188,BIR-002-01,PNK International,2024-04-03,GB,Vat Usd,True,UberEats,122.58,L1-04
189,BIR-002-01,PNK International,2024-04-04,GB,Commission Usd,True,Deliveroo,142.95,L1-06
190,BIR-002-01,PNK International,2024-04-04,GB,Commission Usd,True,Flyt,16.009999999999998,L1-06
191,BIR-002-01,PNK International,2024-04-04,GB,Commission Usd,True,UberEats,155.52,L1-06
192,BIR-002-01,PNK International,2024-04-04,GB,Discount Usd,True,Deliveroo,0.0,L1-02
193,BIR-002-01,PNK International,2024-04-04,GB,Discount Usd,True,Flyt,3.61,L1-02
194,BIR-002-01,PNK International,2024-04-04,GB,Discount Usd,True,UberEats,0.0,L1-02
195,BIR-002-01,PNK International,2024-04-04,GB,Gross Sales Usd,True,Deliveroo,494.96,L1-01
196,BIR-002-01,PNK International,2024-04-04,GB,Gross Sales Usd,True,Flyt,71.24,L1-01
197,BIR-002-01,PNK International,2024-04-04,GB,Gross Sales Usd,True,UberEats,702.39,L1-01
198,BIR-002-01,PNK International,2024-04-04,GB,Net Sales Usd,True,Deliveroo,397.06,L1-05
199,BIR-002-01,PNK International,2024-04-04,GB,Net Sales Usd,True,Flyt,54.269999999999996,L1-05
200,BIR-002-01,PNK International,2024-04-04,GB,Net Sales Usd,True,UberEats,563.4300000000001,L1-05
201,BIR-002-01,PNK International,2024-04-04,GB,Refund Usd,True,Deliveroo,25.04,L1-03
202,BIR-002-01,PNK International,2024-04-04,GB,Refund Usd,True,Flyt,3.61,L1-03
203,BIR-002-01,PNK International,2024-04-04,GB,Refund Usd,True,UberEats,35.54,L1-03
204,BIR-002-01,PNK International,2024-04-04,GB,Royalty Usd,True,Deliveroo,13.9,L1-07
205,BIR-002-01,PNK International,2024-04-04,GB,Royalty Usd,True,Flyt,1.9,L1-07
206,BIR-002-01,PNK International,2024-04-04,GB,Royalty Usd,True,UberEats,19.73,L1-07
207,BIR-002-01,PNK International,2024-04-04,GB,Vat Usd,True,Deliveroo,78.46000000000001,L1-04
208,BIR-002-01,PNK International,2024-04-04,GB,Vat Usd,True,Flyt,10.56,L1-04
209,BIR-002-01,PNK International,2024-04-04,GB,Vat Usd,True,UberEats,111.3,L1-04
210,BIR-002-01,PNK International,2024-04-05,GB,Commission Usd,True,Deliveroo,208.35,L1-06
211,BIR-002-01,PNK International,2024-04-05,GB,Commission Usd,True,Flyt,20.53,L1-06
212,BIR-002-01,PNK International,2024-04-05,GB,Commission Usd,True,UberEats,219.9,L1-06
213,BIR-002-01,PNK International,2024-04-05,GB,Discount Usd,True,Deliveroo,0.0,L1-02
214,BIR-002-01,PNK International,2024-04-05,GB,Discount Usd,True,Flyt,4.630000000000001,L1-02
215,BIR-002-01,PNK International,2024-04-05,GB,Discount Usd,True,UberEats,0.0,L1-02
216,BIR-002-01,PNK International,2024-04-05,GB,Gross Sales Usd,True,Deliveroo,719.69,L1-01
217,BIR-002-01,PNK International,2024-04-05,GB,Gross Sales Usd,True,Flyt,91.19,L1-01
218,BIR-002-01,PNK International,2024-04-05,GB,Gross Sales Usd,True,UberEats,990.59,L1-01
219,BIR-002-01,PNK International,2024-04-05,GB,Net Sales Usd,True,Deliveroo,578.81,L1-05
220,BIR-002-01,PNK International,2024-04-05,GB,Net Sales Usd,True,Flyt,69.64,L1-05
221,BIR-002-01,PNK International,2024-04-05,GB,Net Sales Usd,True,UberEats,796.66,L1-05
222,BIR-002-01,PNK International,2024-04-05,GB,Refund Usd,True,Deliveroo,36.480000000000004,L1-03
223,BIR-002-01,PNK International,2024-04-05,GB,Refund Usd,True,Flyt,4.630000000000001,L1-03
224,BIR-002-01,PNK International,2024-04-05,GB,Refund Usd,True,UberEats,50.25,L1-03
225,BIR-002-01,PNK International,2024-04-05,GB,Royalty Usd,True,Deliveroo,20.27,L1-07
226,BIR-002-01,PNK International,2024-04-05,GB,Royalty Usd,True,Flyt,2.4400000000000004,L1-07
227,BIR-002-01,PNK International,2024-04-05,GB,Royalty Usd,True,UberEats,27.91,L1-07
228,BIR-002-01,PNK International,2024-04-05,GB,Vat Usd,True,Deliveroo,114.37,L1-04
229,BIR-002-01,PNK International,2024-04-05,GB,Vat Usd,True,Flyt,13.55,L1-04
230,BIR-002-01,PNK International,2024-04-05,GB,Vat Usd,True,UberEats,157.41,L1-04
231,BIR-002-01,PNK International,2024-04-06,GB,Commission Usd,True,Deliveroo,227.54999999999998,L1-06
232,BIR-002-01,PNK International,2024-04-06,GB,Commission Usd,True,Flyt,23.259999999999998,L1-06
233,BIR-002-01,PNK International,2024-04-06,GB,Commission Usd,True,UberEats,184.62,L1-06
234,BIR-002-01,PNK International,2024-04-06,GB,Discount Usd,True,Deliveroo,0.0,L1-02
235,BIR-002-01,PNK International,2024-04-06,GB,Discount Usd,True,Flyt,5.24,L1-02
236,BIR-002-01,PNK International,2024-04-06,GB,Discount Usd,True,UberEats,0.0,L1-02
237,BIR-002-01,PNK International,2024-04-06,GB,Gross Sales Usd,True,Deliveroo,786.15,L1-01
238,BIR-002-01,PNK International,2024-04-06,GB,Gross Sales Usd,True,Flyt,103.21000000000001,L1-01
239,BIR-002-01,PNK International,2024-04-06,GB,Gross Sales Usd,True,UberEats,832.05,L1-01
240,BIR-002-01,PNK International,2024-04-06,GB,Net Sales Usd,True,Deliveroo,632.01,L1-05
241,BIR-002-01,PNK International,2024-04-06,GB,Net Sales Usd,True,Flyt,78.8,L1-05
242,BIR-002-01,PNK International,2024-04-06,GB,Net Sales Usd,True,UberEats,668.85,L1-05
243,BIR-002-01,PNK International,2024-04-06,GB,Refund Usd,True,Deliveroo,39.81,L1-03
244,BIR-002-01,PNK International,2024-04-06,GB,Refund Usd,True,Flyt,5.24,L1-03
245,BIR-002-01,PNK International,2024-04-06,GB,Refund Usd,True,UberEats,42.16,L1-03
246,BIR-002-01,PNK International,2024-04-06,GB,Royalty Usd,True,Deliveroo,22.11,L1-07
247,BIR-002-01,PNK International,2024-04-06,GB,Royalty Usd,True,Flyt,2.76,L1-07
248,BIR-002-01,PNK International,2024-04-06,GB,Royalty Usd,True,UberEats,23.419999999999998,L1-07
249,BIR-002-01,PNK International,2024-04-06,GB,Vat Usd,True,Deliveroo,124.87,L1-04
250,BIR-002-01,PNK International,2024-04-06,GB,Vat Usd,True,Flyt,15.34,L1-04
251,BIR-002-01,PNK International,2024-04-06,GB,Vat Usd,True,UberEats,132.19,L1-04
252,BIR-002-01,PNK International,2024-04-07,GB,Commission Usd,True,Deliveroo,139.8,L1-06
253,BIR-002-01,PNK International,2024-04-07,GB,Commission Usd,True,Flyt,37.15,L1-06
254,BIR-002-01,PNK International,2024-04-07,GB,Commission Usd,True,UberEats,236.28,L1-06
255,BIR-002-01,PNK International,2024-04-07,GB,Discount Usd,True,Deliveroo,0.0,L1-02
256,BIR-002-01,PNK International,2024-04-07,GB,Discount Usd,True,Flyt,8.37,L1-02
257,BIR-002-01,PNK International,2024-04-07,GB,Discount Usd,True,UberEats,0.0,L1-02
258,BIR-002-01,PNK International,2024-04-07,GB,Gross Sales Usd,True,Deliveroo,482.98,L1-01
259,BIR-002-01,PNK International,2024-04-07,GB,Gross Sales Usd,True,Flyt,165.06,L1-01
260,BIR-002-01,PNK International,2024-04-07,GB,Gross Sales Usd,True,UberEats,1064.8799999999999,L1-01
261,BIR-002-01,PNK International,2024-04-07,GB,Net Sales Usd,True,Deliveroo,388.29,L1-05
262,BIR-002-01,PNK International,2024-04-07,GB,Net Sales Usd,True,Flyt,126.01,L1-05
263,BIR-002-01,PNK International,2024-04-07,GB,Net Sales Usd,True,UberEats,856.13,L1-05
264,BIR-002-01,PNK International,2024-04-07,GB,Refund Usd,True,Deliveroo,24.46,L1-03
265,BIR-002-01,PNK International,2024-04-07,GB,Refund Usd,True,Flyt,8.37,L1-03
266,BIR-002-01,PNK International,2024-04-07,GB,Refund Usd,True,UberEats,53.93,L1-03
267,BIR-002-01,PNK International,2024-04-07,GB,Royalty Usd,True,Deliveroo,13.620000000000001,L1-07
268,BIR-002-01,PNK International,2024-04-07,GB,Royalty Usd,True,Flyt,4.41,L1-07
269,BIR-002-01,PNK International,2024-04-07,GB,Royalty Usd,True,UberEats,29.97,L1-07
270,BIR-002-01,PNK International,2024-04-07,GB,Vat Usd,True,Deliveroo,76.67,L1-04
271,BIR-002-01,PNK International,2024-04-07,GB,Vat Usd,True,Flyt,24.55,L1-04
272,BIR-002-01,PNK International,2024-04-07,GB,Vat Usd,True,UberEats,169.10999999999999,L1-04
273,BIR-002-01,PNK International,2024-04-08,GB,Commission Usd,True,Deliveroo,166.59,L1-06
